zone_id,year,month,day,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
1,2005,12,10,16053.33,16264,16566.67,17054,17744.67,18551.33,20117.33,21640.67,21600.67,19618.67,17756.67,15676,13868,12890,12423.33,12700.67,13954,16163.33,16603.33,16604,16705.33,16465.33,15828.67,15108
1,2005,12,11,14539.33,14301.33,14288.67,14406.67,14621.33,15100,16146,17698.67,17834.67,16371.33,14667.33,14340,14476,14406.67,14508,14912,15593.33,16697.33,17005.33,17019.33,16584.67,15679.33,14706,13695.33
1,2005,12,12,13012,12806,12857.33,13030.67,13773.33,14896.67,16912.67,17353.33,15922,15222,14922.67,14540,14215.33,13778.67,13534,13582.67,15082,16879.33,17250,17450,17363.33,16628,15580,14734
1,2005,12,13,14404.67,14608.67,15005.33,15612,16716,18519.33,20980.67,21850,19476.67,17486,15742.67,14034.67,12882.67,12122,11670.67,12166.67,13971.33,17214,18644,19428,19664.67,19504,18337.33,17548
1,2005,12,14,17355.33,17708.67,18116.67,18542,18880,20377.33,22730.67,22929.33,21245.33,20304.67,19814,18954.67,18052,17694.67,17257.33,17717.33,18998,20780,21299.33,21240,21048,20288,18849.33,17415.33
1,2005,12,15,16636.67,16417.33,16318.67,16666.67,17188.67,18718.67,19730.67,20807.33,21852.67,22548,22422.67,22126.67,21903.33,21336.67,19930.67,20220,19503.33,18854,16793.33,14506,13540.67,12154,13160,13286
1,2005,12,16,12230,11859.33,11829.33,11968.67,12199.33,12784.67,14123.33,14728.67,14216.67,13861.33,13495.33,14788,15612.67,13736,13172,13490.67,14465.33,16742.67,17436.67,17461.33,17350,16922,16085.33,15341.33
1,2005,12,17,14824,14814,14858,15026,15164.67,15696.67,16532,17967.33,18597.33,17674.67,15936.67,14281.33,13202.67,12945.33,13344.67,13728,14574.67,16516,16983.33,16974.67,16754.67,16471.33,15862.67,14976.67
1,2005,12,18,14286,14082.67,13826.67,13942.67,14014.67,14524,15576,17413.33,18533.33,16934.67,14628.67,13109.33,12251.33,11544,11120.67,11030.67,11940,14645.33,15621.33,16194,16622,16382,15746,15148
1,2005,12,19,14746,14613.33,15056.67,15745.33,16717.33,18141.33,19780,19982,18742,16969.33,15794,14782,13522.67,13086,12876.67,13020,14519.33,17506,19065.33,19707.33,19612,19070.67,18153.33,17222.67
1,2005,12,20,16838,16880.67,17280.67,17715.33,18514,20076,22165.33,22685.33,20945.33,19134.67,17431.33,15658.67,14442,13653.33,12995.33,13049.33,14452.67,17760,19216.67,19981.33,20114,19593.33,18392,17366
1,2005,12,21,16712.67,16934.67,17480,17889.33,18725.33,20424,22304.67,23195.33,21646.67,19574,17404.67,15518,14153.33,13220.67,12601.33,12928.67,14204,17048,18820.67,19316.67,19614.67,19122,17808.67,16787.33
1,2005,12,22,16057.33,16142,16546,16962.67,17722,19254,21159.33,22006,20534.67,18392,15701.33,14493.33,13216,12058.67,11762.67,11925.33,12823.33,15776,17249.33,18055.33,18156,18066,17224,16444
1,2005,12,23,16136,16003.33,16253.33,16627.33,17389.33,18520,20064,20972.67,19948.67,17874,15760.67,13550.67,12098,10852,10334.67,10426.67,11318,13477.33,14253.33,14595.33,14610.67,14406.67,13714.67,12984.67
1,2005,12,24,12402.67,12212.67,12339.33,12820,13368.67,13946,15196,16725.33,17072,15711.33,14111.33,12658.67,11426.67,10688.67,10429.33,10620.67,11044.67,12061.33,12414,12640,13032,13501.33,13565.33,12895.33
1,2005,12,25,,,,,,,,,,,,,,,,,,,,,,,,
1,2005,12,26,,,,,,,,,,,,,,,,,,,,,,,,
1,2005,12,27,,,,,,,,,,,,,,,,,,,,,,,,
1,2005,12,28,,,,,,,,,,,,,,,,,,,,,,,,
1,2005,12,29,,,,,,,,,,,,,,,,,,,,,,,,
1,2005,12,30,,,,,,,,,,,,,,,,,,,,,,,,
1,2005,12,31,,,,,,,,,,,,,,,,,,,,,,,,
1,2006,1,1,11650,11246.67,11137.33,11367.33,11834.67,12600.67,13394.67,14907.33,16093.33,16149.33,14854.67,13643.33,13323.33,12556,10958.67,10450,11309.33,12960.67,14106.67,14384,14573.33,14481.33,14254.67,13852.67
1,2006,1,2,13559.33,13605.33,13791.33,13759.33,13758.67,14166.67,15078.67,15724,16275.33,16665.33,16744,16845.33,16550.67,15630,15211.33,15140,15525.33,16790.67,16572.67,16497.33,15874,14868,13450,12152.67
1,2006,1,3,11212.67,10998.67,10913.33,11004.67,11460,12693.33,14686,14922,13862,13360,12766,11681.33,10657.33,9865.33,9384,9666,10644,12506,13821.33,13976,13849.33,13186.67,11957.33,10882
1,2006,1,4,10286.67,10045.33,9978,10088.67,10706,11951.33,13892,14353.33,13718,13318,13109.33,12416,11880.67,11663.33,11405.33,11716,12556.67,14239.33,15378.67,15381.33,15230,14598,13604,12446.67
1,2006,1,5,11813.33,11614,11493.33,11275.33,11598,12767.33,14356,14811.33,13280.67,11930,11238.67,10662.67,10088,10037.33,9766.67,10194,11670.67,13837.33,14881.33,15338.67,15125.33,14444.67,13458,12294
1,2006,1,6,11593.33,11438.67,11555.33,11724,12590.67,14428,16836,17410,15624.67,13881.33,13664.67,13233.33,12421.33,11829.33,11710.67,12140,13560,16126.67,17646.67,17654,17569.33,16836.67,16182.67,15647.33
1,2006,1,7,15184.67,15263.33,15528.67,15861.33,16474,17169.33,18126,19288,19115.33,17300,15596.67,14316.67,13253.33,12311.33,11776.67,11658.67,12829.33,14904.67,15971.33,16178.67,16240.67,15616,14836.67,14154
1,2006,1,8,13662.67,13755.33,13927.33,14212,14583.33,15304.67,16564,18147.33,18584.67,17253.33,14644.67,12653.33,11626.67,10986,10314.67,10386,11159.33,12704.67,13719.33,13807.33,13370,12619.33,11954.67,11062
1,2006,1,9,10300.67,10140,10014,10121.33,10768,12122,13857.33,14058.67,12846,11762,10610,10016.67,9330,8998.67,8797.33,9004,9700,11377.33,12381.33,12422.67,11894,11539.33,10436.67,9418.67
1,2006,1,10,8792.67,8726.67,9024,9229.33,9948,11410,13482.67,13936.67,13060,12137.33,10822.67,10211.33,9737.33,9268,8927.33,9011.33,10428,12353.33,13319.33,13240,12812,12194.67,10908,9772.67
1,2006,1,11,9125.33,8972,8888,8963.33,9516,10758.67,12947.33,13261.33,12581.33,12605.33,12321.33,12525.33,12493.33,12180.67,11722,12166.67,12837.33,14211.33,14856,14336,13732,12724.67,11680,10690.67
1,2006,1,12,10272,10472.67,10799.33,11296,12209.33,13930,16383.33,16828.67,15186.67,13459.33,11295.33,10124,9498.67,8994,8541.33,8631.33,9344,11204,12716,12887.33,13065.33,12742.67,11683.33,10767.33
1,2006,1,13,10424.67,10555.33,10948,11526,12262,13918,16044,16622,15775.33,14415.33,13308.67,12674,11964.67,11660,11401.33,11704.67,12792.67,13690,13568,12955.33,12228.67,11160.67,9980,9036
1,2006,1,14,8328.67,8164.67,8442,8750,9470,10358.67,11886.67,13673.33,14970.67,15643.33,15768.67,14946.67,14794.67,15096.67,15281.33,15184.67,15420.67,16798.67,18036,18200,18230,17546,16662.67,16259.33
1,2006,1,15,15785.33,15676,16032,16350.67,16583.33,16864,17700.67,19374.67,19998.67,18830,16825.33,15134.67,14092.67,12770.67,11874,11336.67,11873.33,13966.67,15282.67,15452.67,15042.67,14323.33,13824,13165.33
1,2006,1,16,12507.33,12364.67,12747.33,13174.67,14175.33,15660.67,17081.33,17465.33,17503.33,16684.67,15497.33,13524,12484.67,12229.33,11556,11312.67,11882,14001.33,15576.67,15857.33,15787.33,15190,14070.67,13090
1,2006,1,17,12083.33,11745.33,11639.33,11713.33,12207.33,13840,16088,16035.33,14862.67,14813.33,14720.67,14565.33,13972.67,13294,12196.67,12441.33,13393.33,14926.67,15961.33,15842,14881.33,13686,12435.33,10637.33
1,2006,1,18,9209.33,8644.67,8506.67,8618.67,9162,10580,13033.33,13876,13782.67,13484.67,14008.67,13903.33,13084,13022,12872.67,12907.33,13870,16113.33,17487.33,17648.67,17461.33,16766.67,15604.67,14511.33
1,2006,1,19,13981.33,13915.33,14278.67,14602,15280,16782,18860,19087.33,16916.67,15386,13097.33,11689.33,10533.33,9728.67,9037.33,9092.67,9681.33,11617.33,13457.33,13816,13596,13095.33,12418.67,11592
1,2006,1,20,11168.67,11289.33,11386,11776,12367.33,14105.33,16265.33,16546.67,15005.33,13075.33,11642.67,10394.67,9484.67,8989.33,8512,8544.67,9242,10888.67,12249.33,12413.33,12186.67,11843.33,11138.67,10678
1,2006,1,21,10133.33,10071.33,10096.67,10032.67,10074.67,10086.67,10710,11535.33,12583.33,12878.67,12317.33,11282,10764.67,10526.67,9871.33,9716.67,10214,11197.33,11890,11803.33,11780,11125.33,10337.33,9733.33
1,2006,1,22,9534,9609.33,9984.67,10495.33,11008,11304,12294,13828,15449.33,15481.33,14854.67,14535.33,14210,13756,13930,14371.33,15112.67,15993.33,16594.67,16611.33,16198.67,15401.33,14510.67,13845.33
1,2006,1,23,13342,13359.33,13468,13579.33,14118.67,15310,17098.67,17180,16175.33,15995.33,15459.33,14752.67,13700,12640,11788.67,11723.33,12318.67,13637.33,14677.33,14629.33,14324,13632,12255.33,11158
1,2006,1,24,10636,10530.67,10725.33,10765.33,11402,13132.67,15397.33,16042.67,14980.67,13502.67,12312,11180,10044,9312.67,9018,9172.67,9802,11334,13261.33,13707.33,13424.67,12802.67,11837.33,10875.33
1,2006,1,25,10493.33,10816,11361.33,11716.67,12354.67,13992,15971.33,16544.67,15226,14361.33,14082,13921.33,13390.67,13168.67,12836.67,12915.33,14262,16579.33,18471.33,18680.67,18860.67,18198,16887.33,15906.67
1,2006,1,26,15266,15292.67,15148.67,15318,15843.33,17210,19424,19497.33,17498.67,16148,15021.33,13855.33,12626.67,11730,11139.33,11322.67,12384,14556.67,16728,17356,17663.33,17220,16179.33,15462
1,2006,1,27,15253.33,15388,15571.33,16242.67,17261.33,19032.67,21518,21955.33,19158,16836,14334,12636.67,11403.33,10341.33,9724.67,9884,10977.33,12787.33,14457.33,14778,14910,14740,13886,13306.67
1,2006,1,28,12948,13040,13419.33,13514,13648.67,14130.67,15012.67,16483.33,16632,15055.33,13202,11850.67,10688,9916.67,9208.67,9082,9376.67,10510.67,11905.33,11927.33,11740.67,11335.33,10772,10220
1,2006,1,29,9788,9528.67,9616,9561.33,9773.33,9959.33,10657.33,11944.67,13391.33,13958,13424,12682,12472,11316,10403.33,9834.67,9774,10332.67,11786.67,11912.67,11538,10935.33,10164,9545.33
1,2006,1,30,8928.67,8856,8953.33,9156,10007.33,11510.67,13740.67,14204.67,12884,11492.67,10492.67,9701.33,9082.67,8688,8439.33,8770,9512,10796,12130.67,12572,12081.33,11499.33,10368.67,9345.33
1,2006,1,31,8789.33,8770.67,9155.33,9486.67,10404,12282.67,14536.67,15326,14229.33,13226.67,12562,12183.33,11446.67,10593.33,10274,10765.33,11925.33,13928.67,15653.33,16130,16002.67,15522.67,14546.67,13405.33
1,2006,2,1,13128.67,13344.67,13674.67,14120,14996.67,16831.33,19152,19707.33,17595.33,15326.67,13258.67,11826,10416,9625.33,9026,9412.67,10804,12730,14250,14807.33,14809.33,14498,13329.33,12606.67
1,2006,2,2,12386,12584,13036,13679.33,14477.33,16451.33,18759.33,19010.67,17012.67,14434,12428,10958,10382,10088,9636,10140,10968,12797.33,13417.33,13702.67,13100,12488,11452,10266.67
1,2006,2,3,9624,9446.67,9414.67,9300,9728.67,10844.67,12845.33,13433.33,12273.33,11182.67,10277.33,9327.33,8812.67,8291.33,7970,7981.33,8664.67,9627.33,11084.67,11178,11012,11016,10520.67,9856.67
1,2006,2,4,9230,9215.33,9296,9232.67,9327.33,9696.67,10568,11930.67,12934,13704.67,13656,13474.67,13372.67,12534.67,12208,12543.33,12424,12666,14269.33,14311.33,14196,13424,13144.67,12507.33
1,2006,2,5,11885.33,11680,11841.33,12458,13025.33,13682,14901.33,16446,16743.33,16046,15016.67,14322.67,13841.33,13590.67,13721.33,13604,14341.33,15545.33,16765.33,16680.67,16825.33,16394,16109.33,15252
1,2006,2,6,14738.67,14658.67,14574,14762,15438,17128.67,19069.33,19275.33,17048.67,15329.33,14178.67,13476,12892,12068,10879.33,10760.67,11924,13692,15574.67,16072.67,15898,15495.33,14276,13618
1,2006,2,7,13301.33,13585.33,13892,14331.33,15077.33,16846.67,18997.33,19184.67,17028.67,14899.33,13698,12427.33,11495.33,10844,10228.67,10373.33,11168.67,13019.33,15422,16238,16245.33,16089.33,15262,14574.67
1,2006,2,8,14386.67,14869.33,15293.33,15624.67,16695.33,18582,20678,20564.67,18051.33,15396,13587.33,12160.67,11556.67,11150,10788.67,11422.67,12910,14424.67,16709.33,17104,17028.67,16372.67,15310.67,14655.33
1,2006,2,9,14286,14460,14478,14727.33,15783.33,17605.33,19733.33,20038.67,17942.67,16307.33,15212.67,13896,13076.67,12284.67,11739.33,11787.33,12654,14749.33,17260.67,18273.33,18344,17729.33,16852,16080
1,2006,2,10,15943.33,16397.33,16916,17438,17978,19284.67,21004.67,21254.67,18706.67,16822.67,15172,13678,12938,12576.67,11278.67,10593.33,11316.67,13134.67,14770,15043.33,14669.33,14052.67,13379.33,12786.67
1,2006,2,11,12140,11884,11835.33,11770,12225.33,13064.67,14306.67,15878,17159.33,18198,18352,18229.33,18164.67,17889.33,17636,17691.33,18055.33,18701.33,19018.67,18496,17834,16761.33,15727.33,14920
1,2006,2,12,14295.33,14089.33,14248,14556.67,14889.33,15504,16519.33,17824,18313.33,17570,16206,15238.67,14600,14054.67,13889.33,14102,14752.67,16114.67,17734,18145.33,17812.67,17558,17096,16455.33
1,2006,2,13,,,,,,,,,,,,,,,,,,,,,,,,
1,2006,2,14,,,,,,,,,,,,,,,,,,,,,,,,
1,2006,2,15,,,,,,,,,,,,,,,,,,,,,,,,
1,2006,2,16,,,,,,,,,,,,,,,,,,,,,,,,
1,2006,2,17,,,,,,,,,,,,,,,,,,,,,,,,
1,2006,2,18,,,,,,,,,,,,,,,,,,,,,,,,
1,2006,2,19,,,,,,,,,,,,,,,,,,,,,,,,
1,2006,2,20,14929.33,14862.67,15230.67,15744.67,16551.33,17594.67,19118,19502,19304,18294.67,16495.33,14644.67,13219.33,12280.67,11528.67,11938.67,13127.33,14274,15674,15954.67,15374,14522,13086.67,12376
1,2006,2,21,11739.33,11618.67,11625.33,11884,12510.67,14293.33,16553.33,16684,14879.33,13234.67,11836,10903.33,10336.67,9924,9322,9212.67,9696,10860.67,13144,14168,14326.67,13986.67,13378.67,12800
1,2006,2,22,12412,12330,12293.33,12264.67,12725.33,14025.33,16196.67,16946.67,16205.33,15300,14008,12827.33,11638,10981.33,10604.67,10639.33,11463.33,12669.33,14074,14522,14011.33,13160.67,12118.67,11125.33
1,2006,2,23,10752.67,10755.33,10713.33,10745.33,11330.67,12620.67,14864,15016.67,13428,11850,10952,10315.33,9774,9444,9005.33,9151.33,9644,10674.67,13009.33,14206,14318.67,14004,13218.67,12384.67
1,2006,2,24,12050,11914.67,11834.67,11761.33,12240.67,13686,15808,15943.33,13996,13078,11999.33,11092.67,10141.33,9614,9425.33,9319.33,9654.67,10470,12520,13611.33,14058,13889.33,13669.33,13466
1,2006,2,25,13294.67,13457.33,13608.67,13960.67,14392.67,15218,16230,17370,17564.67,16530,15116,13481.33,11999.33,10734.67,10079.33,10132.67,10797.33,11515.33,12410.67,12622,12248.67,11669.33,10975.33,10175.33
1,2006,2,26,9988,10038.67,10595.33,11466,12410.67,13811.33,15423.33,17170.67,17423.33,16632,14916.67,13746,13120.67,12500,11996,11959.33,12158,13556.67,16012,17093.33,17184,16922.67,16360,15948.67
1,2006,2,27,15761.33,16232.67,16636.67,17062.67,18007.33,19766,22094.67,21857.33,18432.67,16060,14682.67,13480.67,12774.67,12150,11507.33,11310.67,11888.67,13689.33,15158,15550.67,14938.67,14059.33,12959.33,12038
1,2006,2,28,11218,10944,10768.67,10749.33,11216,12556.67,14562,14480,13122,11456.67,10332.67,9370.67,8946,8854.67,8450,8280.67,8614.67,9428.67,11255.33,12266.67,11796,11149.33,10020,9261.33
1,2006,3,1,8841.33,8854,9049.33,9126.67,9680.67,11104,13227.33,13948.67,12900,12293.33,11287.33,10083.33,9108.67,8605.33,8303.33,8534,8949.33,9802,11115.33,11988,11654.67,10954,9900.67,9043.33
1,2006,3,2,8759.33,8745.33,9022.67,9300,10166.67,11694,13662,13752,12807.33,11460.67,10594.67,9461.33,8984,8778,8403.33,8437.33,8588.67,9229.33,10596,11783.33,11478.67,10669.33,9592,8795.33
1,2006,3,3,8217.33,8462,8697.33,9031.33,9812.67,11508.67,14144,14805.33,13837.33,12923.33,12109.33,11132,10289.33,9858,9480.67,9597.33,10352.67,11833.33,14252,15453.33,16017.33,15844,15074,14391.33
1,2006,3,4,14046,14150,14417.33,14777.33,15132.67,16142.67,17430.67,18279.33,17479.33,16144.67,14524,13445.33,12102,10842.67,10389.33,10029.33,10301.33,11215.33,13011.33,13802,13764.67,13669.33,13370.67,12776
1,2006,3,5,12490.67,12538.67,12830.67,13231.33,13802.67,14600,15814,17003.33,16252.67,14581.33,12807.33,11382.67,10681.33,9931.33,9338,9024,9310,10148.67,11693.33,12618,12262.67,11574.67,10920.67,10028
1,2006,3,6,9333.33,9224.67,9232,9422.67,10038,11591.33,14004,14570.67,14021.33,14391.33,14324.67,14212.67,14146,13858.67,13622,13726.67,14499.33,15556.67,16190,16238.67,15920.67,14959.33,13796.67,12848.67
1,2006,3,7,12386.67,12311.33,12352.67,12308.67,12622.67,14322,16818.67,16482.67,14005.33,12520,11580,10616,9937.33,9456.67,8872.67,8737.33,9228.67,10226,12225.33,13568,13791.33,13598.67,12918.67,12159.33
1,2006,3,8,12076,12475.33,13038.67,13646.67,14674,16450,19030.67,19114.67,15967.33,13696.67,12411.33,10994.67,10076,9434,9234.67,9597.33,10805.33,12275.33,13432,13708,13129.33,12528,11287.33,10411.33
1,2006,3,9,10137.33,10034,10180.67,10230.67,10641.33,12060,14186.67,14256,11996,10504,9682.67,9232.67,8782,8803.33,8376,8364,8712,9715.33,11172.67,12042,11507.33,10715.33,9402.67,8051.33
1,2006,3,10,7312.67,7020,6918,6788,7204,8330,10363.33,10747.33,9599.33,9068,8819.33,8580,8435.33,8360.67,8136,8269.33,8682,9110.67,9768.67,10632.67,10264.67,9614,8663.33,7747.33
1,2006,3,11,6856,6604,6455.33,6456,6782,7394,8574.67,9954.67,10306,10208.67,9736.67,9534,9360,9090,8986.67,9226.67,9562.67,10010.67,10597.33,11152,10614.67,9622.67,8552.67,7477.33
1,2006,3,12,6649.33,6229.33,5936.67,5964.67,6034,6150,6981.33,8490,9973.33,10233.33,10064,9938.67,9922.67,9717.33,9550,9608.67,9994,10192.67,10984.67,11862.67,11437.33,10370.67,9196,7890
1,2006,3,13,7090,6613.33,6384.67,6274.67,6644.67,7618.67,9656.67,9982.67,9348,9056.67,9057.33,9236.67,9500.67,9635.33,9527.33,9456,9740,10261.33,11230,12450.67,11870,10842,9214,7939.33
1,2006,3,14,7183.33,6860.67,6670.67,6440.67,6628.67,7700.67,9422,9841.33,8978.67,8893.33,8790,8651.33,8342,8374,8276,8629.33,9127.33,9998.67,11456.67,12512.67,12429.33,11779.33,10909.33,9880
1,2006,3,15,9506.67,9504.67,9745.33,9980.67,10908.67,12748,15440.67,15398.67,13727.33,12718,12078.67,11201.33,10517.33,9868,9342.67,9239.33,9705.33,10587.33,11799.33,13014,13155.33,12694.67,11677.33,10744.67
1,2006,3,16,10426.67,10408,10256.67,10327.33,10712.67,12043.33,14104.67,14088.67,12090,10648,10043.33,9211.33,8876,8606,8105.33,8335.33,8708.67,9410.67,10445.33,11557.33,11726,11074,9843.33,8738.67
1,2006,3,17,8147.33,8074.67,8273.33,8526,8977.33,10340,12700,12908.67,11916,11424,11095.33,10822.67,10188,9174,8622,8930,9628,10376,11585.33,12437.33,12774,12526,11846,11112.67
1,2006,3,18,10835.33,10862.67,11148.67,11565.33,12050.67,13122.67,14418.67,15272.67,14969.33,13844,13044,11863.33,11076,10054,9688,9489.33,9859.33,10595.33,12159.33,13326,13318.67,13052,12613.33,11988
1,2006,3,19,11829.33,11994,12402.67,12907.33,13564.67,14539.33,15992.67,16466.67,15776,14464,12805.33,11454.67,10830.67,10400,9816.67,9490,9471.33,10432,11971.33,13276,13276.67,12667.33,11896.67,11267.33
1,2006,3,20,11062.67,11073.33,11384,11921.33,12865.33,14506,16728.67,15488,12992.67,11998,11424,10762,10671.33,10676,10676,10715.33,11322,12228.67,13534,14647.33,14322.67,13635.33,12290,11220
1,2006,3,21,10741.33,10655.33,10651.33,10956,11470.67,12818.67,15040.67,15352,15000.67,15123.33,15088.67,14864,14573.33,14477.33,14392,14964,15835.33,16694,17424,17902,17260.67,16096,14864.67,13691.33
1,2006,3,22,13322.67,13468,13686.67,14216.67,15012.67,16874,18802,17876.67,16189.33,14609.33,13678.67,12386.67,11768,11040,10424,10294,10861.33,11908,13836,15466.67,15722.67,15320.67,14122,13248
1,2006,3,23,13321.33,13638.67,13998,14299.33,15167.33,17114.67,19429.33,18120.67,14716.67,12588,11494.67,10614,9689.33,9174,8855.33,8980,9509.33,10334.67,11824.67,13488.67,13741.33,13120.67,12100.67,11243.33
1,2006,3,24,10753.33,10892,11148,11382.67,11958.67,13578,15953.33,16026,14367.33,13418.67,12139.33,11568,10840.67,10166,9682,9590.67,10258,11203.33,12276,13203.33,13362,12870.67,12172.67,11425.33
1,2006,3,25,10869.33,10693.33,10693.33,10860,11177.33,11830,13220.67,14725.33,15558.67,15796.67,15656.67,15374.67,14606.67,13641.33,13400.67,12814,12948,12966.67,14170,15428,15098.67,14516,14066.67,13467.33
1,2006,3,26,13001.33,13156,13204,13742,14254,14995.33,16170,16240,15496.67,14112,12850,12746.67,12642.67,12034,11501.33,11436,11692,12146,13305.33,14712.67,14720,14308,13858.67,13224.67
1,2006,3,27,12942,13235.33,13573.33,14080.67,15173.33,16911.33,19168,17707.33,14306,12268.67,11116.67,10162.67,9684.67,9488,8968.67,8796,9157.33,9758,11362.67,12738.67,12678.67,12098,11235.33,10522
1,2006,3,28,10038,10190,10565.33,10838.67,11412,12797.33,14966,15023.33,13437.33,12041.33,10638,9811.33,9205.33,8965.33,8830,8823.33,9830.67,11017.33,12410.67,13090.67,12480,11801.33,10680,9960.67
1,2006,3,29,9556,9717.33,10081.33,10472.67,11460,13324,15440,14572.67,12080,10602.67,9825.33,9262,9047.33,9027.33,8722.67,8753.33,9465.33,10138,11070.67,12434.67,12488.67,11817.33,11025.33,10109.33
1,2006,3,30,9902.67,10070,10466,10930,11972,13886,16048.67,14999.33,12138,10472.67,9457.33,8852,8492.67,8546.67,8523.33,8542.67,8703.33,9300.67,10133.33,11650,11654,10814,9252,8082
1,2006,3,31,7442.67,7311.33,7371.33,7594.67,8162,9734,11978,11848,10295.33,9500,9252,8875.33,8660,8516.67,8554.67,8727.33,9011.33,9398.67,10086.67,10789.33,10672,10025.33,8594,7574
1,2006,4,1,6788,6311.33,6025.33,5988,6100,6430,7425.33,8658,9600,9806.67,9871.33,9624.67,9281.33,9085.33,9082.67,9456.67,10059.33,10482.67,10516,11274,10881.33,9996,8826,7566.67
1,2006,4,2,6749.33,6260,6179.33,6098,6109.33,6270.67,6834,8085.33,9448.67,10117.33,9828.67,9680,9612,9493.33,9565.33,9652,9908,10226,10377.33,10729.33,11981.33,11186.67,9721.33,8368
1,2006,4,3,7426.67,6814.67,6618,6388,6431.33,7210,9260.67,9856,9278.67,9293.33,9304,9208,8987.33,9020.67,9069.33,9421.33,9701.33,9807.33,10515.33,10882,11642.67,10748.67,9408.67,8171.33
1,2006,4,4,7460.67,7227.33,7106,7335.33,7816,9338.67,11997.33,12708.67,11258,10520,10110,9722.67,9337.33,9036,8640,8585.33,8932,9502,9900.67,10871.33,12028,11638.67,10205.33,8962.67
1,2006,4,5,8429.33,8234,8372,8495.33,9088,10572,12630.67,13058.67,11392,10796.67,10266.67,9718,9288.67,8993.33,8654,8738,9112.67,9497.33,9840,10476.67,11409.33,11138,9904.67,8811.33
1,2006,4,6,8290.67,8296.67,8500.67,8852,9616.67,11492,14109.33,14533.33,12216,10695.33,9879.33,9270.67,8697.33,8603.33,8418,8416,8732.67,9228,9754,10549.33,11856,11160,9516,8061.33
1,2006,4,7,7262,6908.67,6787.33,6728,7030,8174,9985.33,10710,9654,9362,9182,8918,8724.67,8486,8701.33,9082.67,9772,10272,10219.33,10568,10552,9725.33,8710.67,7608.67
1,2006,4,8,6705.33,6204.67,5965.33,5834,5902.67,6165.33,6698.67,7714,9218.67,9828.67,10088,9881.33,9546.67,9245.33,8878,8940,9354,9814,10368.67,10672,10901.33,10405.33,9570,8610
1,2006,4,9,8040.67,7790.67,8022,8371.33,8924,9786.67,11152.67,13068.67,13652.67,13018,11726,10634.67,9950,9433.33,9035.33,8846.67,8931.33,9259.33,9470,9897.33,11534,11084,10116.67,9102.67
1,2006,4,10,8505.33,8718,9155.33,9646,10545.33,12463.33,15358.67,15926.67,13568,11674.67,10496,9682.67,9070.67,8813.33,8623.33,8750.67,9194,9798.67,10137.33,10625.33,11629.33,11152,9788.67,8393.33
1,2006,4,11,7639.33,7470,7643.33,7904.67,8783.33,10504.67,13055.33,13446,11366,10250,9706.67,9074.67,8762,8815.33,8735.33,8945.33,9412,10140.67,10514,10745.33,12002.67,11281.33,9649.33,8307.33
1,2006,4,12,7287.33,6898,6778.67,6755.33,7188.67,8594.67,10616.67,11140,10226,9716,9071.33,8796.67,8482.67,8597.33,8458.67,8546,8936,9674,10310,10664,11716.67,11065.33,9762.67,8105.33
1,2006,4,13,7134,6778.67,6569.33,6456.67,6925.33,8046.67,9969.33,10712,9830,9804.67,9378.67,9085.33,8891.33,9384.67,9471.33,9936.67,10388,11119.33,11233.33,11472.67,12583.33,12260,10664.67,8712
1,2006,4,14,7500.67,6988.67,6694.67,6498,6736,7670,9668,10516,9911.33,9780.67,9881.33,10101.33,9356.67,8982.67,9072,9508,10302.67,11060.67,11308.67,11351.33,12112,11198.67,9598.67,8237.33
1,2006,4,15,7044,6410,6098,5950,5870.67,6137.33,6764.67,7866.67,9490,10342.67,10782.67,10872.67,11367.33,11449.33,11696.67,12134,12730.67,13318.67,13564,13097.33,13586.67,12864.67,11396.67,9660
1,2006,4,16,8152.67,7277.33,6848.67,6383.33,6425.33,6780,7380.67,8526.67,10238,11306,11086,10741.33,10398.67,10147.33,9958,10054,10179.33,10014.67,10098.67,10215.33,10954.67,10634,9368.67,7798.67
1,2006,4,17,6711.33,6162,5933.33,5838.67,5977.33,6796.67,7697.33,8326.67,8693.33,8869.33,9070.67,9094,8919.33,8698.67,8408.67,8495.33,9256.67,10128,10732,10920.67,11064,10499.33,9974,8956.67
1,2006,4,18,8342,8254,8268.67,8466,8974.67,10246,11834,12270.67,11708.67,10642.67,9882.67,9416,9220.67,8998,8844.67,9047.33,9306.67,9916.67,10274.67,10578,11349.33,10846,9528,8280
1,2006,4,19,7384,7079.33,7014.67,7042,7662,8848.67,10402,10709.33,10247.33,9548,9390,9255.33,9161.33,9372,9293.33,9346.67,9975.33,10556,11068,11009.33,11814.67,11212,9652.67,8198
1,2006,4,20,7440.67,6797.33,6688.67,6596.67,6852,7828.67,9160,9626.67,9414.67,9240,9436.67,9468.67,9661.33,10102,10564.67,11094,11696,12175.33,12280.67,12378,12812.67,12252,10526.67,9124
1,2006,4,21,7970,7418,7214.67,7002.67,7119.33,7858,8756,9294.67,9297.33,9534,9595.33,9908.67,10038.67,10005.33,9842.67,9754.67,9983.33,10302,10429.33,10487.33,11089.33,10772,9540.67,8398.67
